ax,ay,az,wx,wy,wz
-3.49,-3.1,1.51,0.92,1.07,0.49
-5.33,-8.73,2.2,2.05,1.1,0.41
-6.4,-12.08,5.39,2.34,1.74,0.36
-7.05,-11.52,7.18,2.22,2.42,0.21
-6.81,-7.28,7.46,1.97,2.55,0.1
-4.59,-1.31,7.75,1.8,2.23,0.19
-2.31,2.92,7.48,1.8,2.23,0.19
-1.01,4.98,7.3,1.7,1.64,0.37
-0.25,5.54,6.87,1.64,1.01,0.66
-0.38,4.23,6.45,1.57,0.07,1.19
-1.24,1.62,6.24,1.46,-0.17,1.29
-2.05,-1.01,5.86,1.39,-0.37,1.27
-2.02,-2.33,5.47,1.38,-0.59,1.24
-1.36,-2.12,5.09,1.34,-0.84,1.25
-0.74,-1.29,4.59,1.17,-0.94,1.35
-0.44,-0.26,3.75,1,-0.97,1.4
-0.14,0.88,2.62,1.22,-0.65,1.38
0.76,2.03,-2.7,2.56,1,1.48
2.51,3.37,-12.06,3.38,2.14,1.37
1.41,2.5,-6.31,3.42,2.32,1.02
0.32,0.95,-0.01,2.99,1.94,0.62
0.37,0.4,2.76,2.99,1.94,0.62
1.37,0.83,3.17,1.96,1.08,0.44
2.66,2.05,1.31,1.69,0.97,0.63
3.04,2.34,-0.12,1.51,0.78,0.72
2.56,2.23,-0.58,1.51,0.78,0.72
1.82,1.97,-0.96,1.32,0.34,0.51
1.52,1.62,-1.46,1.32,0.34,0.51
1.55,1.51,-1.89,1.44,0.02,0.53
1.57,1.41,-2.2,1.56,-0.09,0.59
1.59,1.37,-2.44,1.56,-0.09,0.59
1.74,1.27,-2.58,1.62,-0.01,0.74
1.92,1.08,-2.64,1.52,0.19,0.81
2.16,1.07,-2.65,1.42,0.39,0.83
2.08,1,-2.88,1.4,0.54,0.77
1.82,0.65,-3.37,1.4,0.61,0.67
1.65,-0.07,-3.5,1.33,0.6,0.56
1.56,-1.09,-2.91,1.1,0.5,0.47
1.68,-2.22,-2.02,0.8,0.38,0.4
1.91,-3.24,-1.76,0.58,0.37,0.34
2.11,-4.01,-2.74,0.52,0.52,0.27
2.42,-4.56,-3.99,0.5,0.82,0.24
3.2,-4.85,-4.23,0.33,1.14,0.29
4.47,-5.08,-3.4,0,1.38,0.39
5.82,-5.6,-2.51,-0.22,1.54,0.46
6.53,-6.15,-3.02,-0.16,1.6,0.4
6.71,-6.57,-4.29,0.16,1.61,0.24
6.7,-6.58,-5.41,0.44,1.51,-0.02
6.39,-6.05,-5.1,0.44,1.3,-0.36
5.74,-5.56,-4.08,0.11,1.15,-0.77
4.9,-5.27,-3.71,-0.53,1.28,-1.23
3.86,-4.63,-4.21,-1.44,1.76,-1.74
2.51,-3.03,-4.68,-2.42,2.28,-2.29
0.94,-0.93,-4.34,-3.32,2.59,-2.87
-0.72,0.48,-3.53,-3.78,2.38,-3.44
-2.1,0.36,-2.8,-3.71,0.88,-3.99
-2.26,-1.35,1.53,-3.71,0.88,-3.99
-0.87,-2.37,6.71,-4.16,-3.1,-3.88
-0.06,-3.34,7.15,-4.16,-3.1,-3.88
-0.49,-4.95,5.65,-4.41,-4.36,-3.46
-1.84,-7.12,3.53,-3.92,-5.53,-2.61
-3.14,-9.85,1.52,-3.34,-5.38,-2.06
-4.72,-12.65,0.38,-2.81,-4.87,-1.51
-6.54,-14.02,0.29,-2.81,-4.87,-1.51
-7.84,-13.92,-0.1,-1.7,-1.61,-0.66
-8.56,-11.61,-0.23,-1.4,0.53,-0.67
-9.61,-7.65,1.35,-1.33,2.19,-0.97
-9.49,-3.25,2.79,-1.27,3.29,-1.2
-8.27,0.92,3.54,-1.18,3.8,-1.21
-7.23,4.26,4.39,-1.06,3.88,-0.96
-6.67,6.45,4.56,-1.63,2.17,-0.56
-7.8,8.47,4.87,-2.42,0.12,-0.11
-8.31,8.87,4.67,-2.98,-1.14,0.24
-7.92,8.29,3.95,-3.28,-1.51,0.49
-7.01,7.99,3.27,-3.34,-1.28,0.7
-5.49,7.98,2.84,-3.24,-0.81,0.93
-3.74,7.79,2.53,-3.04,-0.34,1.18
-2.25,7.46,2.18,-2.71,0.02,1.42
-1.26,7.23,2.13,-2.29,0.29,1.6
-0.86,6.88,2.56,-2.29,0.29,1.6
-0.84,6.63,3.21,-1.38,0.66,1.83
-0.91,6.48,4.27,-0.94,0.75,1.88
-1.18,6.3,5.1,-0.49,0.74,1.85
-1.39,6.13,5.87,0.02,0.52,1.68
-1.43,5.77,6.63,0.57,0.15,1.42
-1.28,5.5,7.02,1.12,-0.35,1.13
-1,5.19,7.16,1.63,-0.93,0.81
-0.75,4.75,6.94,1.63,-0.93,0.81
-0.69,4.2,6.28,2.55,-1.96,0.1
-0.65,3.32,4.95,3.11,-2.48,-0.24
0.2,0.96,0.16,3.08,-1.15,-0.76
1.97,-4.5,-13.82,2.36,2.55,-1.2
3.87,-9.1,-25.08,1.73,5.28,-1.05
5.5,-11.7,-25.56,1.26,5.01,-0.57
6.14,-11.49,-17.19,1.04,2.72,-0.17
5,-8.65,-7.57,0.82,-0.04,-0.27
2.39,-6.06,-2.06,0.63,-2.22,-0.51
0.69,-3.89,-1.48,0.51,-3.14,-0.47
-0.45,-2.03,-3.46,0.21,-2.88,-0.28
-2,-1.1,-3.36,-0.36,-1.92,-0.03
-3.6,-0.76,-1.91,-1.07,-0.78,0.13
-5.39,-1.13,-0.7,-1.64,0.32,0.13
-7.27,-2.33,-0.79,-1.78,1.42,0
-8.63,-3.93,-1.51,-1.18,2.28,-0.2
-10.14,-6.25,-3.09,0.32,2.25,-0.39
-11.54,-8.06,-2.22,0.32,2.25,-0.39
-10.42,-6.51,2.3,2.37,2.66,-0.01
-8.23,-1.89,4.87,2.47,3.21,0.09
-6.52,1.9,6.69,2.35,3.34,0.24
-4.79,4.7,7.99,2.04,2.91,0.53
-3.33,6.86,8.75,1.65,2.4,0.9
-2.48,7.49,8.4,1.32,2.06,1.26
-2.5,6.25,7.86,1.13,1.77,1.54
-3.36,3.71,7.58,1.07,1.37,1.73
-4.48,0.59,7.77,1.19,0.76,1.72
-5.48,-2.27,8.02,1.54,0,1.51
-5.59,-3.73,7.72,2.08,-0.8,1.26
-4.33,-3.11,7.05,2.66,-1.53,1.14
-2.46,-1.37,6.53,3.11,-1.88,1.13
-1.12,0.12,5.37,3.06,-1.31,1.36
-0.35,1.17,3.39,2.75,-0.44,1.71
0.31,2.11,2.57,2.37,0.3,1.94
0.35,2.36,2.45,2,0.72,1.97
0.15,1.97,2.47,1.72,0.92,1.88
0.15,1.46,2.13,1.64,1.09,1.73
0.64,0.95,1.14,2.01,1.67,1.58
2.01,0.43,-4.1,3.45,3.7,1.62
4.23,0.2,-12.12,4.24,4.81,1.5
3.4,-0.67,-5.03,4.22,4.92,1.18
2.67,-1.09,1.07,3.6,4.42,0.86
2.57,-0.82,4.5,2.71,3.64,0.75
3.58,-0.57,5.32,2.02,2.97,0.81
5.12,0.28,3.04,2.04,2.77,1.1
7.06,1.51,-2.49,2.68,2.78,1.55
7.75,1.94,-5.83,3.13,2.34,1.63
5.95,0.99,-3.71,3.24,1.48,1.3
4.51,-0.14,-2.14,3.21,0.6,0.91
4.57,-0.72,-2.96,3.05,0.05,0.65
4.67,-1.44,-4.25,2.7,0.04,0.47
4.01,-2.3,-5.84,2.02,0.73,0.31
2.66,-3.22,-7.26,0.98,1.43,0.17
1.51,-4.04,-5.59,0.02,1.35,0.06
1.52,-4.82,-3.12,-0.57,0.8,0.02
2.07,-4.9,-2.46,-0.9,0.19,0.04
2.72,-5,-2.4,-1.07,-0.25,0.07
3.34,-4.97,-2.71,-1.15,-0.49,0.1
3.88,-4.83,-2.99,-1.16,-0.59,0.14
4.34,-4.89,-3.09,-1.09,-0.59,0.1
4.27,-5.14,-3.36,-1.09,-0.59,0.1
4.55,-5.27,-3.64,-0.73,-0.29,-0.09
4.29,-5.3,-4.25,-0.48,0.08,-0.2
4.44,-5.05,-4.85,-0.48,0.08,-0.2
4.16,-4.88,-5.26,-0.29,1.17,-0.39
4.02,-5.04,-4.51,-0.55,1.68,-0.58
3.58,-5.2,-3.53,-1.06,2.09,-0.94
3.03,-5.24,-2.81,-1.72,2.62,-1.45
2.33,-4.12,-2.9,-2.45,3.19,-2.1
1.4,-2.33,-2.74,-3.13,3.66,-2.81
0.46,-0.65,-2.18,-3.48,3.42,-3.48
-0.36,0.36,-0.34,-3.34,2.17,-4.04
-0.87,0.15,1.73,-3.04,0.31,-4.32
-0.78,-1.22,3.59,-2.96,-1.53,-4.27
-0.32,-3.19,4.67,-2.96,-1.53,-4.27
-0.09,-4.82,4.55,-3.19,-4.18,-3.44
-0.42,-6.63,3.77,-3.17,-4.82,-2.85
-1.32,-8.99,2.54,-2.91,-5.06,-2.26
-2.78,-11.22,0.92,-2.58,-4.71,-1.68
-4.45,-12.18,-1.73,-2.33,-3.59,-1.14
-6.05,-11.47,-3.63,-2.26,-1.93,-0.75
-7.32,-9.13,-3.21,-2.33,-0.32,-0.62
-7.74,-6.08,-1.53,-2.32,1.1,-0.66
-7.27,-2.82,-0.03,-1.95,1.89,-0.94
-6.33,0.34,2.16,-1.34,2.41,-1.19
-5.82,2.59,2.73,-1.34,2.41,-1.19
-5.51,3.77,2.69,-0.76,3.37,-1.13
-5.33,4.98,2.57,-0.83,3.67,-0.88
-5.41,6.18,2.65,-1.01,3.66,-0.71
-5.46,6.97,3.05,-1.18,3.4,-0.72
-5.32,7.3,3.38,-1.31,2.99,-0.84
-5.05,7.3,3.71,-1.31,2.99,-0.84
-4.6,7.33,4.67,-1.42,1.47,-0.92
-3.78,7.46,5.79,-1.41,0.44,-0.7
-2.98,7.54,5.93,-1.36,-0.5,-0.44
-2.7,7.46,5.95,-1.36,-0.5,-0.44
-2.5,7.42,6.29,-1.22,-2.06,0.13
-2.41,7.29,6.26,-1.06,-2.42,0.38
-2.18,7.25,5.91,-0.9,-2.55,0.63
-1.88,7.3,5.65,-0.67,-2.5,0.88
-1.56,7.35,5.28,-0.39,-2.39,1.06
-1.27,7.48,5.02,-0.06,-2.28,1.18
-1.01,7.49,4.8,0.28,-2.24,1.22
-0.82,7.23,4.7,0.62,-2.31,1.21
-0.83,6.54,4.6,0.94,-2.5,1.16
-1.09,5.24,4.33,1.34,-2.95,1.08
-1.19,2.44,0.46,1.92,-3.75,0.97
-0.26,-3.96,-12.4,1.36,-1.94,0.47
-1.07,-12.73,-24.84,1.36,-1.94,0.47
-2.14,-17.16,-26.87,0.03,2.7,-0.22
-1.44,-14.7,-18.16,0.7,2.34,-0.56
-0.03,-10.32,-11.29,1.42,1.58,-0.88
1.8,-5.77,-5.8,1.79,1.03,-1.02
3.06,-1.74,-2.18,1.65,0.76,-0.95
3.47,1.06,-0.74,1.07,0.54,-0.78
3.66,2.17,-0.74,0.19,0.46,-0.64
3.48,0.99,-0.7,-0.31,0.68,-0.55
1.88,-1.82,1.27,-0.16,0.92,-0.27
-0.44,-4.15,3.14,0.33,0.64,0.05
-3.24,-7.51,6.31,0.8,-0.05,0.26
-6.26,-10.68,8.61,1.13,0.13,0.41
-8.74,-11.29,5.96,1.2,0.76,0.24
-10.33,-8.6,4.31,1.12,1.14,-0.14
-9.35,-3.16,4.26,0.99,1.13,-0.25
-6.97,2.94,3.17,0.79,0.69,-0.06
-5.64,7,1.09,0.8,0.34,0.2
-4.68,7.05,1.82,0.93,0.38,0.45
-4.83,4.98,3.32,1.09,0.63,0.65
-5.7,2.83,3.33,1.29,1.07,0.83
-6.25,1.31,3.03,1.29,1.07,0.83
-6.22,0.66,3.34,1.49,1.43,0.99
-5.24,1.08,3.91,1.85,1.05,1.23
-3.73,2.16,4.42,2.02,0.58,1.41
-2.74,2.65,3.86,2.07,0.61,1.56
-2.38,2.51,2.36,2.06,0.66,1.7
-1.87,2.69,2.3,2.06,0.66,1.7
-1.53,2.39,1.98,1.99,0.78,1.79
-1.04,2.36,1.99,1.9,0.9,1.87
-0.7,2.16,2.04,1.7,1.04,1.96
-0.41,1.92,2.19,1.63,0.95,1.91
-0.1,1.6,2.3,1.57,0.8,1.85
0.63,1.24,2.19,1.57,0.8,1.85
1.49,0.87,1.5,1.83,0.7,1.92
2.93,0.62,-0.47,2.33,0.8,2.02
4.08,0.12,-2.04,2.63,0.93,1.98
3.97,-0.66,-1.22,2.59,1,1.8
3.72,-0.92,-0.11,2.41,0.98,1.63
4.19,-0.46,-0.26,2.36,0.97,1.53
4.88,0.23,-1.65,2.36,0.97,1.53
5.21,0.63,-3.13,2.59,1.14,1.39
5.26,0.51,-4.05,2.59,1.14,1.39
5.12,-0.1,-4.12,2.69,1.14,1.25
4.93,-1.15,-3.59,2.62,1.02,1.06
4.78,-2.34,-3.42,2.4,0.81,0.85
4.51,-3.25,-3.71,1.76,0.35,0.48
3.96,-3.72,-3.82,1.76,0.35,0.48
3.17,-4.1,-3.58,0.67,0.25,0.12
2.53,-4.43,-3.76,0.1,0.43,-0.01
2.27,-4.7,-4.39,-0.3,0.6,-0.09
2.4,-4.84,-4.64,-0.3,0.6,-0.09
2.89,-4.86,-3.9,-0.58,0.58,-0.12
3.6,-4.69,-2.99,-0.82,0.42,-0.08
3.95,-4.32,-3.13,-0.94,0.16,-0.07
4.23,-3.83,-3.87,-0.94,0.16,-0.07
4.63,-3.66,-4.27,-0.67,0.24,-0.19
4.41,-3.98,-4.43,-0.67,0.24,-0.19
4.14,-4.44,-4.4,-0.82,0.76,-0.68
3.92,-4.83,-4,-1.37,1.12,-1
4.05,-4.95,-2.78,-2.19,1.62,-1.43
3.53,-4.19,-2.69,-2.98,2.35,-2.05
2.25,-2.68,-3.73,-3.61,3,-2.74
0.59,-1.4,-3.33,-3.95,2.48,-3.41
-0.74,-1.72,0.67,-3.94,0.62,-3.91
-0.54,-2.8,4.69,-3.94,0.62,-3.91
-0.18,-3.74,5.08,-3.7,-2.76,-4
-0.33,-5.06,3.98,-3.6,-3.79,-3.7
-0.81,-6.53,2.85,-3.47,-4.42,-3.31
-1.49,-7.86,1.7,-3.47,-4.42,-3.31
-1.95,-9.25,0.54,-2.77,-4.28,-2.16
-2.87,-10.74,-0.43,-2.77,-4.28,-2.16
-4.36,-11.68,-1.06,-2.09,-2.46,-1.03
-5.68,-11.28,-1.63,-1.99,-0.9,-0.68
-7.03,-9.01,-1.71,-2.04,0.72,-0.5
-7.95,-5.69,-1.39,-2.11,2.06,-0.41
-8.28,-1.8,-0.16,-1.9,2.63,-0.59
-7.8,1.34,1.69,-1.74,2.85,-0.89
-7.73,2.93,1.47,-1.66,2.82,-0.88
-6.96,4.87,1.75,-1.62,2.8,-0.69
-6.21,5.8,1.86,-1.54,2.78,-0.52
-5.82,6.29,2.24,-1.46,2.74,-0.51
-5.53,6.12,2.67,-1.41,2.71,-0.56
-5.12,5.91,3.07,-1.33,2.56,-0.61
-4.43,6.13,3.78,-1.34,2.36,-0.55
-3.84,6.1,4.48,-1.38,1.97,-0.44
-3.32,6.41,5.64,-1.42,1.23,-0.28
-2.56,7.04,6.99,-1.45,0.34,-0.08
-2.08,7.44,7.69,-1.43,-0.62,0.15
-1.78,7.54,8.19,-1.32,-1.43,0.38
-1.46,7.49,8.03,-1.08,-2,0.61
-1.16,7.3,7.48,-0.7,-2.3,0.82
-0.87,7.1,6.73,-0.25,-2.35,0.97
-0.64,6.99,5.88,0.19,-2.28,1.08
-0.49,7.17,5.35,0.56,-2.18,1.17
-0.39,7.46,5.08,0.86,-2.12,1.24
-0.27,7.48,4.89,0.86,-2.12,1.24
-0.35,6.95,4.81,1.11,-2.14,1.28
-0.82,5.49,4.86,1.53,-2.55,1.11
-1.57,3.13,4.71,1.62,-2.67,0.9
-2.32,-1.34,-1.43,0.97,-1.76,0.55
-0.99,-12.5,-26.9,-0.61,1.07,0.19
-1.56,-19.33,-34.34,-0.56,1.95,0.03
-2,-16.79,-24.96,0.35,1.68,-0.39
-1.39,-10.75,-14.66,1.22,0.91,-0.74
0.68,-5,-6.8,1.66,0.47,-0.89
2.51,-0.37,-2.83,1.66,0.47,-0.89
2.78,2.66,-0.22,0.84,0.39,-0.85
2.71,3.71,1.73,-0.01,0.23,-0.69
3.12,2.57,2.14,-0.42,0.36,-0.48
2.56,-0.65,1.73,-0.17,0.78,-0.19
0.77,-4.31,2.1,0.43,0.93,0.05
-1.99,-9.01,4.39,1.1,0.6,0.09
-5.1,-13.11,7.8,1.1,0.6,0.09
-7.55,-13.49,7.71,1.19,1.6,0.18
-9.74,-10.65,5.64,0.78,1.95,-0.19
-8.85,-3.96,5.64,0.44,1.78,-0.25
-6.41,3.5,4.12,0.04,1.32,-0.13
-5.26,7.92,1.17,0.07,0.9,0.03
-3.96,8.09,1.61,0.41,0.72,0.37
-3.24,5.9,3.74,0.74,0.71,0.81
-3.94,3.32,4.17,1.03,0.77,1.15
-5.03,1.03,4.11,1.31,0.75,1.29
-5.58,-0.81,4.46,1.61,0.46,1.3
-5.09,-1.51,4.88,1.96,-0.08,1.32
-3.74,-0.69,5.07,2.33,-0.73,1.44
-2.25,0.72,5.14,2.62,-1.35,1.61
-1.15,1.82,4.93,2.63,-1.35,1.8
-0.88,2.11,3.42,2.41,-0.85,1.92
-0.76,2.29,2.42,2.14,-0.32,1.93
-0.53,2.43,2.38,1.85,-0.01,1.89
-0.19,2.28,2.64,1.55,0.08,1.78
0.05,2.11,2.68,1.3,0.07,1.61
0.31,1.86,2.53,1.09,0,1.45
0.9,1.49,1.92,1.46,0.41,1.46
2.79,1.15,-3.43,2.39,1.34,1.61
4.27,0.35,-6.87,2.86,2.02,1.58
3.47,-0.55,-3.13,2.8,2.24,1.3
2.59,-0.93,0.42,2.4,2.05,0.97
2.51,-0.47,2.46,1.95,1.7,0.8
3.14,0.92,2.38,1.73,1.42,0.79
3.58,2.49,0.38,1.83,1.25,0.81
3.35,2.97,-2.01,1.83,1.25,0.81
2.96,2.63,-3.21,2.37,0.81,0.78
3.09,2,-2.86,2.38,0.53,0.84
3.33,1.08,-2.05,2.25,0.21,0.89
3.27,0.15,-1.77,2.11,-0.09,0.89
2.82,-0.7,-2.32,2,-0.3,0.83
2.31,-1.3,-3.25,1.87,-0.33,0.76
2.01,-1.82,-4.04,1.63,-0.17,0.72
1.95,-2.53,-4.2,1.14,0.15,0.69
2.14,-3.44,-3.63,0.48,0.55,0.66
2.39,-4.44,-3.3,-0.03,0.94,0.58
2.58,-5.07,-3.94,-0.29,1.09,0.47
3.08,-5.11,-4.01,-0.46,0.98,0.42
4.15,-4.72,-3.02,-0.64,0.7,0.44
5.23,-4.62,-2.1,-0.74,0.41,0.44
5.99,-4.84,-2.21,-0.74,0.41,0.44
6.38,-5.3,-2.93,-0.52,0.07,0.22
6.38,-5.69,-3.68,-0.29,0.07,-0.02
6.03,-5.81,-4.38,-0.12,0.26,-0.32
5.51,-5.38,-4.82,-0.17,0.52,-0.61
5,-5.19,-4.39,-0.49,0.85,-0.94
4.18,-5.41,-4.18,-1.11,1.38,-1.37
3.1,-5.13,-4.24,-2.04,1.95,-1.85
2.25,-3.72,-3.49,-3.13,2.35,-2.31
1.5,-1.79,-2.1,-4.02,2.37,-2.75
0.44,-0.15,-0.65,-4.43,1.48,-3.22
-0.42,-0.06,2.28,-4.41,-0.18,-3.64
-0.66,-0.87,4.71,-4.28,-1.86,-3.85
-0.53,-2.26,5.13,-4.17,-3.19,-3.75
-0.18,-4.23,4.61,-4.06,-4.05,-3.4
0.01,-6.2,3.55,-3.8,-4.46,-2.88
-0.34,-8.1,2.27,-3.8,-4.46,-2.88
-1.31,-10.12,1.31,-2.84,-4.65,-1.7
-2.91,-11.48,0.95,-2.39,-4.32,-1.19
-4.53,-11.6,0.91,-2,-3.42,-0.76
-5.62,-10.51,1,-1.69,-2.07,-0.57
-6.43,-8.52,1.41,-1.58,-0.61,-0.65
-7.18,-5.88,2.2,-1.58,0.69,-0.85
-7.32,-2.79,2.91,-1.59,1.71,-1.03
-6.6,0.57,3.46,-1.6,2.35,-1.21
-5.91,3.52,3.27,-1.66,2.67,-1.32
-5.23,5.92,2.12,-1.68,2.78,-1.2
-4.61,7.45,1.53,-1.68,2.71,-0.96
-4,8.21,1.82,-1.68,2.71,-0.96
-3.81,8.1,2.63,-1.62,1.95,-0.74
-3.55,7.62,3.11,-1.5,1.6,-0.75
-3,7.33,3.13,-1.33,1.33,-0.7
-2.29,7.26,3.43,-1.13,0.9,-0.57
-1.79,7.23,4.19,-0.89,0.4,-0.37
-1.46,7.28,4.8,-0.71,-0.18,-0.12
-1.26,7.21,5.71,-0.58,-0.79,0.14
-1.19,6.95,6.49,-0.48,-1.26,0.39
-1.31,6.64,6.55,-0.35,-1.55,0.59
-1.53,6.28,6.6,-0.2,-1.7,0.75
-1.59,6.17,6.62,0,-1.68,0.91
-1.49,6.21,6.16,0,-1.68,0.91
-1.37,6.46,5.83,0.47,-1.66,1.13
-1.17,6.8,5.41,0.68,-1.7,1.2
-0.98,6.8,4.98,0.9,-1.83,1.24
-1.05,6.14,4.62,1.2,-2.15,1.21
-1.33,4.6,3.88,1.96,-3.16,1.19
-1.19,1.81,0.87,2.78,-4.4,1.13
-1.13,-3.4,-7.15,1.41,-2.67,0.69
-1.64,-12.28,-22.62,-1.21,1.52,0.2
-2.4,-18.38,-31.46,-1.37,2.67,0
-2.55,-16.23,-23.6,-0.35,2.16,-0.28
-1.6,-10.78,-13.43,0.64,1.33,-0.51
0.38,-5.7,-6.06,1.28,0.93,-0.66
1.96,-1.89,-3.15,1.46,1.02,-0.76
2.41,0.84,-2.07,1.08,1.31,-0.89
2.25,2.26,-0.58,0.2,1.74,-1.01
2.51,1.89,-0.1,-0.43,2.11,-0.89
2.77,-0.93,-0.36,-0.29,2.22,-0.51
1.82,-4.51,1.07,0.27,1.51,-0.03
-0.68,-7.58,6.76,0.68,0.48,0.27
-4.27,-10.22,11.45,0.84,0.45,0.46
-7.13,-10.96,9.1,0.72,0.83,0.29
-8.71,-8.15,7.62,0.51,1.01,-0.02
-7.33,-2.38,6.87,0.37,1.01,-0.08
-4.81,2.79,5.76,0.37,1.01,-0.08
-3.43,5.51,4.69,0.57,0.83,0.22
-3.1,6.38,4.32,0.74,0.61,0.43
-3.13,5.42,4.09,0.96,0.49,0.76
-3.57,3.21,3.86,1.13,0.52,1.09
-4.4,0.67,3.89,1.27,0.56,1.26
-4.9,-1.06,4.05,1.4,0.5,1.26
-4.47,-1.4,4.04,1.57,0.24,1.21
-3.27,-0.43,4.25,1.78,-0.3,1.27
-1.86,0.99,4.74,1.78,-0.3,1.27
-0.87,1.96,4.37,1.97,-1.1,1.61
-0.37,2.46,3.67,1.94,-1.21,1.71
-0.14,2.69,3.3,1.89,-1.25,1.72
-0.02,2.83,3.06,1.82,-1.32,1.61
0.04,2.54,2.9,1.71,-1.44,1.43
0.24,1.95,2.57,1.73,-1.57,1.27
1.11,1.62,0.57,2.55,-1.44,1.38
3.39,1.88,-5.36,3.5,-0.94,1.59
4.11,1.63,-6.68,3.92,-0.2,1.58
3.1,0.75,-4.72,3.92,-0.2,1.58
2.34,0.18,-2.64,3.18,1.12,1.1
2.37,0,-0.96,2.48,1.51,0.92
2.75,0.11,-0.49,1.88,1.71,0.81
3.16,0.46,-0.83,1.53,1.67,0.76
3.61,1.02,-1.48,1.4,1.36,0.79
3.91,1.4,-1.83,1.39,0.85,0.85
3.96,1.48,-1.61,1.41,0.16,0.9
3.57,1.35,-1.11,1.47,-0.68,0.87
2.82,0.9,-1.07,1.56,-1.38,0.74
2.02,0.16,-1.99,1.69,-1.77,0.63
1.61,-0.59,-3.18,1.76,-1.77,0.57
1.45,-1.45,-3.94,1.66,-1.36,0.56
1.41,-2.42,-4.1,1.31,-0.66,0.5
1.35,-3.54,-3.97,0.84,0.24,0.39
1.3,-4.35,-4.36,0.4,1.21,0.28
1.51,-4.68,-5.09,0.07,1.98,0.22
2.21,-4.48,-4.97,-0.25,2.33,0.26
3.58,-4.44,-3.49,-0.56,2.29,0.33
4.92,-4.98,-2.2,-0.73,2.01,0.36
5.81,-5.41,-2.29,-0.66,1.66,0.34
6.31,-5.32,-3.34,-0.4,1.24,0.25
6.63,-5.37,-4.18,-0.15,0.86,0.06
6.6,-5.44,-4.67,-0.23,0.71,-0.23
6.49,-5.72,-4.4,-0.88,0.94,-0.63
6.3,-6.46,-3.78,-2.08,1.34,-1.17
5.83,-6.5,-2.21,-3.28,1.5,-1.84
4.9,-4.71,-0.74,-4.04,1.38,-2.49
4.02,-2.84,-0.81,-4.29,1,-3.06
2.28,-1.77,-1.52,-4.11,-0.17,-3.69
-0.43,-2.85,0.87,-4,-1.89,-4.08
-0.38,-3.97,5.73,-4.21,-3.26,-3.96
0.82,-4.99,7.25,-4.34,-4.18,-3.57
0.71,-6.45,5.74,-4.11,-4.73,-3.14
-0.42,-8.56,3.56,-3.59,-4.94,-2.61
-1.61,-10.71,2.05,-3.03,-4.89,-2.01
-3.27,-12.68,1.59,-2.56,-4.36,-1.44
-5.06,-13.14,1.51,-2.19,-3.21,-1.02
-6.22,-11.97,1.64,-1.89,-1.53,-0.69
-6.64,-9.39,2.05,-1.64,0.26,-0.52
-7.24,-5.54,2.93,-1.49,1.55,-0.71
-8.1,-2.22,4.86,-1.14,1.91,-1.24
-7.47,0.47,6.57,-1.14,1.91,-1.24
-6.31,2.64,5.54,-0.51,2.52,-1.73
-5.48,4.15,4.9,-0.49,2.83,-1.56
-4.76,5.52,4.64,-0.44,2.81,-1.26
-4.39,7.04,4.62,-1.06,1.8,-1.03
-4.18,7.51,3.95,-1.88,0.42,-0.99
-3.82,7.08,3.23,-2.3,-0.64,-0.94
-3.18,6.96,2.94,-2.42,-1.19,-0.8
-2.53,7.1,2.73,-2.31,-1.32,-0.57
-2.16,7.22,2.75,-2.07,-1.17,-0.32
-2.13,7.41,2.97,-1.8,-0.95,-0.04
-2,7.71,3.84,-1.55,-0.84,0.25
-1.94,7.93,4.97,-1.25,-0.78,0.51
-2.09,7.89,5.56,-0.88,-0.72,0.68
-2.31,7.68,5.9,-0.49,-0.7,0.76
-2.39,7.55,6.37,-0.1,-0.71,0.77
-2.22,7.38,6.29,0.32,-0.76,0.77
-1.92,7.17,5.97,0.75,-0.87,0.76
-1.55,6.92,5.44,1.17,-0.95,0.8
-1.25,6.67,4.75,1.54,-1,0.87
-1.09,6.25,4.18,1.87,-1.11,0.98
-1.18,5.25,3.71,2.35,-1.68,1.11
-1.01,2.9,1.77,2.35,-1.68,1.11
-0.09,-2.41,-4.1,1.41,-3.86,0.85
-0.01,-9.44,-12.53,-0.98,-1.26,0.34
0.28,-15.3,-25.66,-1.47,1.01,0.24
0.9,-14.37,-26.46,-0.82,1.28,0.23
1.24,-10.38,-18.31,-0.12,0.43,0.09
1.46,-6.53,-9.89,0.46,-0.23,-0.2
1.85,-3.68,-4.82,0.82,-0.27,-0.54
2.07,-1.5,-1.98,0.97,0.26,-0.83
2.08,0.49,0.05,0.85,1.01,-0.99
2.61,1.6,0.35,0.27,1.95,-1.1
4.26,0.48,-3.78,-0.05,2.45,-1.01
4.54,-1.52,-3.32,0.13,2.4,-0.8
1.07,-3.81,4.18,0.49,1.58,-0.5
-3.09,-6.12,11,0.78,0.97,-0.15
-6.36,-9.54,11.2,0.92,1.35,0.2
-9.32,-12.32,8.07,0.91,2.08,0.31
-11.04,-10.8,6.51,0.82,2.27,0.14
-9.38,-4.54,5.99,0.73,1.88,0.12
-6.42,1.76,5.06,0.43,0.58,0.29
-5.42,6.82,1.74,0.4,-0.91,0.47
-4.48,7.77,0.67,0.65,-1.13,0.75
-3.62,4.75,2.79,0.71,-0.51,1.04
-3.96,2.08,4.16,0.77,0.31,1.21
-4.53,0.29,4.23,0.95,0.95,1.23
-4.68,-0.69,4.71,1.29,0.92,1.14
