ax,ay,az,wx,wy,wz
0.12,-0.25,0.2,-0.77,0.33,0.37
0.03,-0.16,0.7,-0.88,0.33,0.36
0.23,-0.11,1.12,-0.99,0.34,0.35
0.52,0.08,1.37,-1.07,0.32,0.35
0.77,0.31,1.51,-1.14,0.29,0.34
1.02,0.59,1.78,-1.18,0.3,0.32
1.08,0.84,2.31,-1.17,0.38,0.3
1,1.03,3,-1.11,0.55,0.27
0.84,1.08,3.83,-0.98,0.72,0.25
0.74,0.92,4.4,-0.82,0.8,0.2
1.13,0.85,4.14,-0.6,0.79,0.15
1.72,0.62,3.59,-0.34,0.69,0.13
1.62,0.11,3.03,-0.15,0.49,0.1
1.4,-0.4,1.91,-0.08,0.24,0.11
1.22,-1.12,0.66,-0.09,0,0.16
1.2,-1.9,-0.13,-0.15,-0.14,0.24
1.39,-2.44,-0.24,-0.17,-0.15,0.31
1.55,-2.63,0.32,-0.11,-0.01,0.38
1.42,-2.52,1.28,0.02,0.21,0.39
0.97,-2.03,2.04,0.21,0.45,0.37
0.33,-1.38,2.43,0.43,0.69,0.34
-0.16,-0.75,2.75,0.69,0.87,0.3
-0.44,-0.28,2.77,1,1.01,0.25
-0.75,0.21,2.76,1.32,0.97,0.22
-0.94,0.33,1.82,1.68,0.77,0.23
-1.02,0.18,0.57,2.03,0.46,0.24
-1.14,0.21,-1.07,2.33,0.12,0.21
-1.42,0.22,-2.66,2.59,-0.2,0.12
-2.29,0.15,-3.31,2.73,-0.51,0.08
-3.43,-0.07,-4.16,2.72,-0.81,0.15
-4.38,-0.56,-5.16,2.54,-1.06,0.27
-4.57,-0.92,-5.91,2.24,-1.15,0.36
-3.84,-1.32,-5.91,1.91,-1.12,0.4
-2.78,-2.37,-5.26,1.64,-0.95,0.4
-1.56,-3.81,-4.43,1.41,-0.6,0.34
-0.02,-4.87,-3.74,1.12,-0.25,0.14
2.22,-4.97,-3.92,0.72,-0.18,-0.11
4.28,-4,-4.84,0.29,-0.38,-0.36
5.31,-2.13,-4.95,-0.15,-0.55,-0.55
5.65,-0.78,-4.27,-0.57,-0.69,-0.65
5.39,0.56,-3.45,-0.88,-0.68,-0.79
5.5,1.97,-2.48,-1.05,-0.55,-0.87
5.04,2.22,-1,-1.07,-0.44,-0.96
4.18,2.65,-0.1,-0.98,-0.39,-0.94
2.84,2.42,0.45,-0.72,-0.4,-0.9
1.45,2.28,1.5,-0.35,-0.51,-0.85
0.18,2.25,2.64,-0.06,-0.56,-0.81
-0.85,1.86,2.8,0.26,-0.59,-0.75
-2.04,1.7,3.16,0.49,-0.49,-0.66
-2.89,1.52,3.16,0.62,-0.4,-0.55
-3.15,1.51,2.2,0.67,-0.47,-0.43
-3.01,1.67,0.79,0.63,-0.55,-0.3
-2.73,1.84,-0.26,0.52,-0.58,-0.15
-2.41,1.95,-0.86,0.34,-0.55,0
-1.92,2.05,-1.1,0.15,-0.54,0.13
-1.23,2.18,-0.94,0.01,-0.56,0.21
-0.5,2.35,-0.49,-0.13,-0.61,0.31
-0.05,2.42,-0.11,-0.25,-0.73,0.43
0.18,2.46,-0.01,-0.33,-0.92,0.51
0.9,2.75,0.29,-0.3,-1.15,0.54
2.02,3.19,0.96,-0.12,-1.31,0.52
3.26,3.7,2.24,0.08,-1.25,0.52
3.64,2.82,3.28,0.15,-1.02,0.46
3.7,1.02,2.95,0.17,-0.72,0.27
4.36,-0.03,1.78,0.27,-0.25,0.04
4.54,-1.29,1.16,0.49,0.42,-0.19
3.81,-2.85,1.1,0.72,0.95,-0.37
2.04,-4.11,0.48,0.82,0.93,-0.45
-0.33,-4.93,-1.21,0.7,0.51,-0.56
-1.6,-4.91,-2.32,0.37,-0.05,-0.63
-1.38,-4.56,-2.23,-0.02,-0.59,-0.58
-0.49,-4.09,-1.13,-0.3,-0.96,-0.46
1.16,-3.49,0.7,-0.35,-1.08,-0.44
3.71,-2.83,2.96,-0.16,-0.8,-0.57
5.89,-2.64,4.61,0.12,-0.17,-0.68
5.58,-3.33,4.14,0.37,0.37,-0.84
3.45,-3.87,0.87,0.46,0.69,-1.04
0.77,-4.04,-2.87,0.34,0.69,-1.17
-2.42,-4.03,-5.68,-0.04,0.31,-1.13
-5.32,-4.19,-8.54,-0.72,-0.12,-0.89
-7.19,-3.55,-9.65,-1.5,-0.48,-0.61
-7.14,-1.96,-8.58,-1.99,-0.84,-0.43
-5.6,-0.53,-6.38,-2.15,-0.98,-0.27
-4.41,0.22,-3,-2.04,-0.94,-0.18
-3.87,0.75,0.06,-1.74,-0.82,-0.12
-3.4,0.91,1.91,-1.27,-0.71,0.01
-3.43,0.44,2.84,-0.77,-0.58,0.14
-3.41,0.18,3.06,-0.37,-0.41,0.25
-3.54,0.06,2.48,-0.16,-0.24,0.33
-3.83,-0.07,1.28,-0.11,-0.03,0.42
-4.06,-0.05,0.19,-0.18,0.12,0.51
-4.34,0.19,-0.49,-0.37,0.31,0.59
-4.66,0.65,-0.99,-0.63,0.64,0.67
-5.08,1.27,-0.67,-0.65,1.02,0.76
-4.86,1.82,1.5,-0.46,1.16,0.86
-4.62,2.07,2.98,-0.2,1.11,0.84
-3.61,2.46,3.43,-0.03,0.88,0.71
-1.7,2.78,2.62,0.01,0.72,0.58
-0.06,2.47,1.68,-0.03,0.74,0.47
1.22,1.94,1.71,-0.12,0.88,0.39
2.24,1.58,1.53,-0.26,1.14,0.34
2.72,1.38,0.88,-0.4,1.35,0.33
2.84,1.25,0.05,-0.48,1.37,0.36
2.45,1.06,-0.73,-0.51,1.17,0.41
1.76,0.87,-1.45,-0.56,0.86,0.42
1.23,0.69,-1.87,-0.62,0.53,0.41
0.92,0.45,-1.66,-0.68,0.3,0.38
0.63,0.23,-0.71,-0.72,0.19,0.35
0.35,0.22,0.38,-0.74,0.16,0.33
0.12,0.25,1.22,-0.77,0.19,0.31
0.06,0.32,1.77,-0.8,0.28,0.31
0.07,0.29,2,-0.85,0.35,0.31
0.19,0.4,2,-0.9,0.37,0.31
0.34,0.62,1.81,-0.94,0.33,0.33
0.44,0.8,1.67,-0.96,0.3,0.33
0.42,0.97,1.91,-0.97,0.29,0.33
0.35,1.13,2.29,-0.94,0.36,0.32
0.13,1.27,2.91,-0.87,0.46,0.3
-0.09,1.32,3.38,-0.77,0.56,0.28
-0.14,1.16,3.58,-0.63,0.65,0.27
-0.05,0.88,3.64,-0.47,0.74,0.24
0.21,0.53,3.5,-0.34,0.79,0.21
0.49,0.02,3.15,-0.23,0.77,0.18
0.78,-0.74,2.52,-0.18,0.59,0.18
1.21,-1.64,1.57,-0.15,0.37,0.19
1.78,-2.26,0.89,-0.14,0.19,0.23
2.2,-2.67,0.87,-0.07,0.13,0.29
2.36,-2.73,1.47,0.07,0.17,0.34
2.02,-2.53,2.17,0.25,0.29,0.36
1.28,-1.96,2.59,0.44,0.44,0.35
0.64,-1.27,2.81,0.65,0.55,0.33
0.51,-0.69,2.8,0.89,0.63,0.3
0.41,-0.25,2.73,1.18,0.69,0.29
0.07,0.03,2.39,1.51,0.63,0.28
-0.17,-0.08,1.36,1.88,0.41,0.27
-0.32,-0.1,-0.14,2.24,0.06,0.24
-0.6,-0.04,-2.13,2.56,-0.24,0.2
-1.66,-0.16,-3.08,2.78,-0.49,0.17
-3.25,-0.34,-3.64,2.82,-0.78,0.19
-4.34,-0.49,-4.94,2.66,-1.06,0.27
-4.82,-0.62,-5.98,2.35,-1.22,0.33
-4.44,-0.91,-6.27,1.96,-1.22,0.34
-3.57,-1.67,-5.71,1.61,-1.06,0.32
-2.7,-3,-4.56,1.29,-0.78,0.27
-1.5,-4.26,-3.83,1.02,-0.5,0.15
0.41,-4.91,-3.59,0.75,-0.33,-0.03
2.44,-4.59,-3.62,0.41,-0.42,-0.19
3.81,-3.51,-4.08,-0.01,-0.55,-0.33
4.22,-1.88,-4.25,-0.37,-0.61,-0.49
4.87,-0.01,-3.44,-0.54,-0.64,-0.65
5.4,1.34,-2.09,-0.66,-0.63,-0.71
4.88,1.69,-1.34,-0.75,-0.56,-0.78
4.18,2.24,-1.09,-0.67,-0.47,-0.87
3.9,2.74,0.24,-0.53,-0.42,-0.87
2.43,2.18,0.84,-0.32,-0.49,-0.78
0.96,1.93,1.36,-0.09,-0.59,-0.7
-0.39,1.79,1.87,0.09,-0.64,-0.67
-1.16,1.65,2.11,0.27,-0.68,-0.63
-1.83,1.54,2.16,0.41,-0.64,-0.57
-2.35,1.35,2.04,0.49,-0.62,-0.49
-2.53,1.29,1.41,0.52,-0.66,-0.38
-2.47,1.44,0.38,0.47,-0.71,-0.25
-2.25,1.61,-0.53,0.33,-0.72,-0.11
-1.97,1.75,-1.09,0.15,-0.72,0.03
-1.49,1.87,-1.38,-0.02,-0.74,0.16
-1.05,2.01,-1.18,-0.17,-0.76,0.27
-0.65,2.09,-0.69,-0.29,-0.79,0.4
-0.42,2.08,-0.19,-0.41,-0.86,0.54
-0.26,2.14,0.17,-0.5,-0.96,0.65
0.4,2.4,0.61,-0.49,-1.1,0.69
1.45,2.97,1.46,-0.31,-1.15,0.67
2.54,3.74,2.91,-0.15,-1.04,0.66
2.71,3.05,3.7,-0.09,-0.88,0.58
2.82,1.54,3.17,-0.05,-0.7,0.4
3.45,0.83,2.27,0.05,-0.36,0.14
3.93,-0.08,1.66,0.3,0.19,-0.15
3.85,-1.38,1.62,0.64,0.83,-0.39
2.55,-2.77,1.45,0.9,1.05,-0.53
0.57,-3.72,-0.1,0.95,0.77,-0.59
-1.26,-4,-1.65,0.74,0.25,-0.6
-1.65,-3.99,-2.18,0.39,-0.3,-0.55
-0.82,-3.93,-1.51,0.1,-0.81,-0.42
0.55,-3.78,0.33,-0.04,-1.03,-0.36
2.89,-3.56,2.68,-0.02,-0.85,-0.51
5.81,-3.42,3.96,0.07,-0.24,-0.71
6.7,-4.13,3.41,0.2,0.46,-0.88
4.09,-4.96,0.82,0.22,0.84,-1.06
1.04,-4.48,-2.81,0.09,1,-1.18
-1.8,-3.45,-5.55,-0.11,0.63,-1.17
-4.71,-2.04,-8.05,-0.47,0.07,-0.95
-7.06,-1.46,-8.84,-1.05,-0.21,-0.73
-6.74,-0.87,-7.47,-1.58,-0.52,-0.55
-5.27,-0.13,-6.48,-1.84,-0.73,-0.4
-4.28,0.24,-4.13,-1.81,-0.78,-0.28
-3.8,0.38,-0.88,-1.53,-0.72,-0.23
-3.42,-0.04,1.73,-1.12,-0.61,-0.13
-3.16,-1.1,2.81,-0.65,-0.55,0.03
-3.3,-1.8,2.66,-0.25,-0.52,0.18
-3.23,-1.97,1.84,-0.02,-0.47,0.27
-3.14,-1.74,0.42,-0.04,-0.35,0.36
-3.14,-1.13,-0.95,-0.28,-0.24,0.45
-3.33,-0.52,-2.26,-0.63,-0.07,0.52
-3.6,0.34,-2.62,-0.93,0.21,0.57
-3.88,1.21,-1.54,-1.04,0.63,0.64
-4.27,1.8,0.57,-0.87,0.95,0.7
-4.31,2.22,3.14,-0.53,1.1,0.75
-4.03,2.47,4.15,-0.17,0.99,0.74
-3.03,2.61,4.08,0.04,0.77,0.64
-1.37,2.67,2.86,0.1,0.68,0.54
0.04,2.51,1.95,0.02,0.75,0.47
0.98,2.21,1.39,-0.17,0.96,0.4
1.65,1.96,0.53,-0.39,1.21,0.36
1.86,1.68,-0.32,-0.53,1.36,0.38
1.49,1.23,-0.8,-0.58,1.29,0.45
0.73,0.87,-1,-0.59,1.05,0.53
0.25,0.65,-1.33,-0.63,0.74,0.58
0.02,0.42,-1.32,-0.69,0.48,0.59
-0.05,0.19,-0.8,-0.73,0.31,0.56
0.04,0.07,0.15,-0.75,0.21,0.51
0.18,0.06,1.05,-0.75,0.22,0.45
0.26,0.13,1.87,-0.75,0.3,0.41
0.35,0.31,2.37,-0.79,0.41,0.39
0.57,0.5,2.45,-0.88,0.45,0.35
0.86,0.77,2.08,-0.97,0.44,0.31
1.16,1.09,1.81,-1.04,0.44,0.27
1.17,1.35,2.05,-1.05,0.47,0.22
1.09,1.6,2.66,-1.03,0.55,0.17
0.86,1.75,3.29,-0.98,0.64,0.13
0.68,1.74,3.65,-0.87,0.72,0.14
0.5,1.4,3.72,-0.72,0.78,0.15
0.49,0.91,3.76,-0.57,0.77,0.16
0.66,0.27,3.39,-0.44,0.65,0.16
0.81,-0.67,2.58,-0.34,0.43,0.17
0.95,-1.74,1.56,-0.27,0.18,0.23
1.1,-2.87,0.69,-0.22,0.02,0.32
1.27,-3.51,0.58,-0.19,-0.04,0.39
1.39,-3.57,1.05,-0.12,-0.03,0.43
1.22,-3.2,1.82,0.01,0.06,0.45
0.66,-2.55,2.74,0.22,0.24,0.45
0.2,-1.69,3.72,0.44,0.47,0.42
0.02,-0.78,4.36,0.68,0.64,0.39
-0.14,-0.06,4.37,0.92,0.75,0.37
-0.23,0.36,3.92,1.2,0.79,0.34
-0.29,0.74,3.22,1.55,0.62,0.29
-0.1,1.01,1.52,1.94,0.3,0.26
0.02,1.16,-0.35,2.34,-0.08,0.22
-0.2,1.2,-2.25,2.72,-0.44,0.19
-1.02,0.7,-3.49,3.02,-0.74,0.19
-2.4,-0.17,-4.32,3.17,-1.03,0.23
-3.7,-0.94,-5.6,3.09,-1.26,0.33
-4.34,-1.59,-6.83,2.8,-1.32,0.43
-4.34,-2.46,-7.33,2.39,-1.19,0.45
-3.84,-3.48,-6.84,1.94,-0.92,0.44
-3.4,-4.81,-6.15,1.5,-0.62,0.38
-2.57,-6.22,-5.68,1.02,-0.41,0.25
-1,-6.78,-5.54,0.49,-0.35,0.02
1.28,-5.72,-5.49,0.02,-0.47,-0.24
3.44,-3.49,-5.11,-0.31,-0.67,-0.46
4.76,-1.45,-3.89,-0.55,-0.79,-0.62
5.26,0.03,-2.67,-0.72,-0.7,-0.77
5.77,1.71,-1.67,-0.78,-0.66,-0.81
5.47,2.29,-0.82,-0.89,-0.64,-0.86
4.73,2.53,-1.2,-0.87,-0.62,-0.91
4.15,3.13,-0.38,-0.7,-0.55,-0.91
3.07,2.99,1.11,-0.42,-0.57,-0.92
2.08,3.02,2.05,-0.11,-0.6,-0.91
0.72,3.13,2.86,0.13,-0.51,-0.89
-0.7,2.62,3.28,0.31,-0.43,-0.83
-2.03,1.87,3.2,0.49,-0.43,-0.74
-2.95,1.45,2.76,0.6,-0.48,-0.63
-3.4,1.4,1.94,0.65,-0.57,-0.5
-3.35,1.45,0.81,0.6,-0.65,-0.35
-3.01,1.52,-0.34,0.48,-0.68,-0.2
-2.48,1.67,-1.1,0.31,-0.69,-0.06
-1.71,1.92,-1.46,0.15,-0.7,0.06
-1.02,2.09,-1.26,0.01,-0.72,0.17
-0.45,2.2,-0.83,-0.14,-0.73,0.29
-0.2,2.19,-0.45,-0.27,-0.78,0.45
0.02,2.25,-0.02,-0.37,-0.85,0.58
0.59,2.53,0.6,-0.36,-0.95,0.65
1.52,3.11,1.43,-0.22,-1.04,0.63
2.82,3.85,2.62,-0.14,-1.02,0.63
3.31,3.31,3.09,-0.1,-0.9,0.62
3.21,1.49,2.97,-0.06,-0.74,0.48
3.79,0.61,2.69,0.03,-0.48,0.25
4.12,-0.32,2.21,0.24,-0.03,-0.08
4.35,-1.84,1.96,0.58,0.48,-0.38
3.84,-3.36,1.8,0.83,0.85,-0.51
1.8,-4.9,0.43,0.87,0.7,-0.57
-0.03,-5.19,-1.69,0.65,0.17,-0.58
-0.51,-4.64,-3.02,0.27,-0.33,-0.52
-0.13,-4.25,-2.57,-0.09,-0.82,-0.39
1.24,-3.64,-0.92,-0.3,-1.09,-0.3
3.33,-2.91,1.57,-0.32,-0.99,-0.31
5.39,-2.21,3.93,-0.24,-0.59,-0.37
6.26,-2.28,4.31,-0.13,-0.02,-0.44
4.89,-2.84,2.39,0,0.52,-0.62
2.73,-2.97,-0.39,0.12,0.74,-0.87
0.16,-3.12,-3.54,0.16,0.66,-1.05
-2.42,-3.82,-6.04,0.01,0.28,-1.15
-4.75,-4.47,-7.9,-0.5,-0.22,-1.17
-7.29,-4.31,-9.41,-1.24,-0.51,-1.03
-8.88,-3,-8.02,-1.81,-0.7,-0.82
-8.41,-1.34,-5.96,-2.09,-0.81,-0.6
-6.93,-0.09,-3.95,-2.1,-0.83,-0.44
-5.3,0.85,-1.15,-1.82,-0.73,-0.32
-3.92,1.3,1.58,-1.34,-0.55,-0.19
-3.24,1.18,3.33,-0.81,-0.35,-0.01
-3.27,0.85,3.61,-0.42,-0.25,0.17
-3.49,0.46,2.44,-0.22,-0.19,0.3
-3.46,0.05,0.74,-0.2,-0.11,0.43
-3.58,-0.45,-0.72,-0.32,0.07,0.51
-3.63,-0.56,-1.57,-0.47,0.42,0.58
-3.89,-0.26,-1.18,-0.58,0.82,0.7
-4.97,0.36,-0.22,-0.58,1.13,0.82
-5.73,1.06,0.97,-0.44,1.35,0.9
-5.61,1.79,2.12,-0.19,1.37,0.97
-5.21,2.06,3.06,-0.03,1.24,0.9
-3.89,2.37,2.58,-0.04,1.12,0.73
-1.81,2.56,1.7,-0.13,1.14,0.56
0.03,2.35,1.58,-0.23,1.31,0.41
1.49,2.07,1.79,-0.35,1.6,0.36
2.15,1.68,1.52,-0.51,1.89,0.35
2.34,1.39,0.69,-0.63,2,0.37
2.26,1.18,-0.23,-0.67,1.86,0.46
1.8,0.78,-0.9,-0.7,1.54,0.52
1.41,0.38,-1.38,-0.72,1.15,0.54
1.43,0.04,-1.42,-0.71,0.8,0.53
1.42,-0.27,-0.72,-0.7,0.6,0.5
1.25,-0.34,0.34,-0.69,0.51,0.47
1,-0.17,1.22,-0.7,0.48,0.46
0.75,-0.01,1.68,-0.76,0.48,0.47
0.66,0.3,1.84,-0.83,0.45,0.45
0.97,0.76,1.69,-0.9,0.41,0.4
1.34,1.11,1.75,-0.94,0.35,0.36
1.41,1.33,1.84,-0.96,0.32,0.33
1.41,1.54,2.16,-0.95,0.34,0.29
1.23,1.67,2.71,-0.91,0.38,0.24
0.96,1.74,3.16,-0.84,0.44,0.21
0.75,1.67,3.59,-0.72,0.47,0.2
0.62,1.39,3.71,-0.55,0.47,0.2
0.67,0.98,3.61,-0.37,0.48,0.19
0.84,0.58,3.41,-0.22,0.47,0.17
0.98,-0.02,2.85,-0.14,0.35,0.16
1.2,-0.88,1.65,-0.12,0.16,0.18
1.45,-1.82,0.63,-0.12,-0.02,0.22
1.82,-2.56,0.07,-0.12,-0.13,0.29
2.07,-3.02,0.25,-0.07,-0.17,0.38
1.81,-3.32,0.8,0.02,-0.13,0.43
1.17,-3.25,1.45,0.16,0.04,0.47
0.24,-2.62,2.27,0.33,0.27,0.48
-0.27,-1.66,2.73,0.51,0.53,0.44
-0.34,-0.73,3.08,0.71,0.77,0.38
-0.54,0,3.21,0.94,0.93,0.31
-0.89,0.55,2.86,1.22,0.92,0.24
-1.09,0.66,1.86,1.55,0.71,0.21
-1.29,0.47,0.5,1.9,0.32,0.22
-1.42,0.28,-1.43,2.26,-0.09,0.23
-1.61,0.1,-2.9,2.61,-0.45,0.25
-2.33,-0.11,-3.42,2.85,-0.75,0.28
-3.17,-0.33,-4.25,2.9,-1.01,0.37
-3.65,-0.61,-5.24,2.79,-1.19,0.45
-3.61,-0.96,-6.08,2.56,-1.23,0.47
-3.13,-1.41,-6.03,2.22,-1.08,0.44
-2.43,-2.5,-5.48,1.8,-0.73,0.43
-1.68,-4.03,-4.92,1.33,-0.37,0.34
-0.41,-5.26,-4.83,0.83,-0.12,0.06
2.11,-5.03,-5.1,0.33,-0.12,-0.19
3.96,-4.27,-5.22,-0.13,-0.29,-0.38
4.46,-2.69,-4.66,-0.5,-0.45,-0.55
4.8,-0.6,-3.38,-0.77,-0.53,-0.65
4.64,0.95,-2.59,-0.95,-0.49,-0.77
4.74,2.04,-1.52,-1.04,-0.5,-0.85
4.38,2.38,-1.15,-0.98,-0.45,-0.96
4.13,3.11,-0.17,-0.79,-0.37,-0.97
3.09,2.8,1.1,-0.48,-0.43,-0.94
1.65,2.34,2.06,-0.13,-0.55,-0.88
0.61,2.51,2.74,0.16,-0.58,-0.81
-0.7,2.38,3.13,0.36,-0.58,-0.75
-1.55,1.94,3.04,0.49,-0.49,-0.69
-2.16,1.5,2.85,0.57,-0.4,-0.62
-2.57,1.27,2.31,0.6,-0.34,-0.51
-2.81,1.11,1.37,0.57,-0.35,-0.37
-2.82,1.15,0.23,0.49,-0.37,-0.23
-2.55,1.31,-0.6,0.35,-0.38,-0.09
-2.01,1.47,-1.09,0.2,-0.4,0.02
-1.33,1.64,-1.09,0.06,-0.42,0.14
-0.77,1.71,-0.84,-0.08,-0.46,0.24
-0.37,1.72,-0.48,-0.22,-0.54,0.36
-0.1,1.84,-0.18,-0.36,-0.68,0.48
0.27,2.02,0.04,-0.46,-0.86,0.56
0.97,2.45,0.48,-0.42,-1.04,0.6
1.93,3.2,1.54,-0.26,-1.1,0.59
2.92,3.49,2.91,-0.15,-0.95,0.59
3.26,2.26,3.34,-0.04,-0.71,0.5
3.71,0.9,3.21,0.07,-0.41,0.3
4.42,0.26,2.58,0.21,0.02,0.05
4.61,-0.93,1.7,0.43,0.62,-0.21
4.15,-2.46,1.38,0.68,1.1,-0.37
2.68,-3.82,0.64,0.79,1.01,-0.46
0.6,-4.49,-1.31,0.64,0.52,-0.57
-0.64,-4.3,-2.5,0.31,-0.06,-0.64
-0.51,-3.95,-2.37,-0.05,-0.56,-0.58
0.33,-3.63,-0.97,-0.29,-0.9,-0.48
1.78,-3.22,1.04,-0.33,-1,-0.45
4.11,-2.72,2.87,-0.21,-0.74,-0.57
6.1,-2.54,3.91,-0.01,-0.13,-0.68
5.62,-3.22,3.24,0.23,0.33,-0.86
3.59,-3.99,0.03,0.38,0.71,-1.09
0.97,-4.54,-3.19,0.3,0.78,-1.32
-2.65,-4.95,-6.23,-0.12,0.33,-1.37
-6.51,-5.25,-9.42,-0.91,-0.12,-1.14
-8.87,-4.09,-9.77,-1.69,-0.52,-0.82
-8.39,-1.74,-8.24,-2.16,-0.93,-0.53
-6.52,0,-6.26,-2.32,-1.14,-0.32
-5.01,1.03,-2.87,-2.15,-1.1,-0.2
-4,1.77,0.87,-1.69,-0.93,-0.09
-3.4,1.98,3.44,-1.11,-0.72,0.07
-3.21,1.45,4.46,-0.58,-0.53,0.24
-3.23,0.88,4,-0.2,-0.37,0.35
-3.13,0.46,2.72,0,-0.24,0.42
-3.16,0.04,1.06,0.04,-0.1,0.46
-3.21,-0.17,-0.19,-0.01,0.04,0.5
-3.3,-0.16,-0.89,-0.2,0.26,0.59
-4.21,0.05,-1.06,-0.41,0.53,0.73
-4.88,0.59,-0.74,-0.51,0.7,0.91
-5.16,1.03,0.36,-0.47,0.77,1.02
-4.56,1.52,1.38,-0.33,0.86,0.93
-2.52,1.93,2.77,-0.22,0.79,0.69
-0.07,2.32,2.7,-0.18,0.7,0.45
1.57,2.28,1.93,-0.19,0.73,0.31
2.5,2.05,1.93,-0.27,0.88,0.31
2.5,1.86,1.7,-0.38,1.12,0.32
2.41,1.95,1.17,-0.45,1.3,0.31
2.45,2.01,0.52,-0.49,1.22,0.34
1.83,1.59,-0.45,-0.51,0.97,0.42
0.84,1.05,-1.18,-0.55,0.61,0.49
0.29,0.64,-1.55,-0.6,0.3,0.49
0.08,0.28,-1.28,-0.64,0.08,0.46
-0.15,0.01,-0.37,-0.67,-0.04,0.43
-0.4,-0.16,0.51,-0.7,-0.09,0.4
-0.53,-0.29,1.12,-0.74,-0.04,0.41
-0.65,-0.4,1.64,-0.82,0.06,0.42
-0.49,-0.49,1.82,-0.91,0.16,0.44
-0.19,-0.36,1.76,-1,0.19,0.45
0.21,-0.08,1.53,-1.07,0.2,0.45
0.48,0.2,1.56,-1.11,0.24,0.43
0.59,0.41,1.97,-1.11,0.32,0.4
0.49,0.51,2.52,-1.06,0.47,0.35
0.13,0.65,3.24,-0.96,0.63,0.29
-0.29,0.73,3.78,-0.79,0.69,0.24
-0.42,0.53,3.8,-0.57,0.7,0.22
-0.19,0.16,3.6,-0.34,0.7,0.2
0.22,-0.13,3.64,-0.15,0.57,0.16
0.77,-0.54,3,-0.04,0.34,0.15
1.35,-1.03,2.01,-0.04,0.07,0.17
1.8,-1.68,1.04,-0.06,-0.11,0.24
2.17,-2.09,0.9,-0.04,-0.16,0.33
2.16,-2.18,1.27,0.06,-0.14,0.42
1.92,-2.07,1.53,0.23,-0.03,0.47
1.21,-1.7,1.82,0.46,0.17,0.49
0.19,-1.18,2.11,0.76,0.45,0.48
-0.64,-0.59,2.5,1.06,0.55,0.46
-0.81,-0.48,1.8,1.41,0.36,0.5
-0.28,-1.03,0.06,1.81,0.05,0.53
0.13,-1.42,-1.15,2.2,-0.13,0.46
-0.12,-1.4,-1.96,2.52,-0.25,0.27
-0.83,-1.44,-2.67,2.69,-0.38,0.05
-2.34,-1.51,-3.49,2.63,-0.5,-0.1
-4.19,-0.99,-4.76,2.36,-0.61,-0.14
-5.06,-0.13,-5.97,1.93,-0.72,-0.08
-4.87,0.74,-6.79,1.43,-0.75,0.02
-4.61,1.21,-6.73,0.96,-0.7,0.14
-4.28,0.9,-5.71,0.67,-0.66,0.23
-3.68,-0.07,-4.23,0.57,-0.47,0.18
-1.94,-0.73,-2.27,0.65,-0.29,-0.01
0.39,-0.77,-1.15,0.79,-0.09,-0.22
2.04,-1.13,-0.44,0.85,-0.04,-0.32
2.86,-1.04,-0.88,0.76,-0.16,-0.34
3.05,-0.72,-2.2,0.65,-0.18,-0.42
3.71,0.22,-1.83,0.41,-0.14,-0.51
3.91,0.36,-1.57,0.13,-0.04,-0.58
3.79,0.33,-1.73,-0.04,0.04,-0.56
2.9,0.87,-0.92,-0.08,-0.07,-0.58
2.56,1.52,-0.63,-0.04,-0.23,-0.65
2.96,1.91,-0.19,0.12,-0.44,-0.71
2.74,1.5,0.42,0.28,-0.47,-0.72
1.73,0.67,1.26,0.38,-0.32,-0.69
0.08,0.08,1.72,0.47,-0.14,-0.65
-0.99,0.03,1.8,0.48,-0.05,-0.6
-1.37,0.22,1.07,0.4,-0.12,-0.52
-1.22,0.65,-0.29,0.24,-0.22,-0.41
-1.02,1.08,-1.21,0.06,-0.31,-0.27
-1.03,1.29,-1.41,-0.11,-0.38,-0.13
-0.89,1.41,-1.33,-0.27,-0.44,-0.01
-0.52,1.48,-1.04,-0.39,-0.5,0.11
-0.09,1.58,-0.59,-0.49,-0.57,0.21
0.22,1.82,0,-0.54,-0.65,0.3
0.56,2.22,0.64,-0.54,-0.79,0.37
1.1,2.7,1.26,-0.47,-0.95,0.41
1.79,3.21,1.95,-0.22,-1.12,0.4
2.74,4.18,3.32,0.02,-1.07,0.38
3.08,4.12,4.69,-0.02,-0.94,0.36
2.83,2.36,3.67,-0.15,-0.81,0.28
3.01,1.24,2.33,-0.18,-0.58,0.07
3.58,0.36,1.79,0.06,-0.07,-0.22
4.03,-0.9,2.18,0.5,0.71,-0.46
3.1,-2.28,2.64,0.89,1.06,-0.53
0.18,-3.83,0.72,1.02,0.74,-0.58
-2.12,-4.4,-2.4,0.85,0.17,-0.63
-2.77,-4.08,-3.52,0.43,-0.44,-0.57
-2.42,-3.91,-3.01,-0.02,-0.98,-0.43
-0.92,-3.51,-1.48,-0.34,-1.31,-0.27
1.42,-2.92,0.85,-0.45,-1.26,-0.23
4.19,-2.43,3.23,-0.42,-0.78,-0.32
6.36,-2.24,4.43,-0.26,-0.06,-0.4
5.84,-2.73,3.76,0.01,0.59,-0.58
4.02,-2.74,1.7,0.25,0.9,-0.81
1.89,-2.7,-1.76,0.41,1.06,-0.99
-0.97,-2.96,-4.13,0.33,0.76,-1.15
-4.15,-3.33,-7.27,-0.12,0.28,-1.22
-7.08,-4.21,-9.65,-0.86,-0.16,-1.06
